,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.197200790122108,0,0,0.0471581536043465,0,0,0,0.0419246571120965,0,0.0493019439234912,0.164701217469535,0.143850733402419,0.0753155366701726,0,0,-0.16239080834448,0,0,0.0213321190176121
ETH,0,0,0.38782139984915,0.0831404494686295,0.0191100924477688,0,-0.0135896627540294,0.171203214050469,0.140963535306937,0,0.0303228913229839,0,0,0.132433425388799,0.00601723538526103,0,0,0,0,0
XRP,0,0.113326155424006,0,0.0613909457274308,0.0530423316356154,0.068122588206577,0.118134429503969,0.0170558888236895,0.0533869878017724,0,0.191531843418108,0,0,0,0.103238168715215,0,0,0,0,0.0389519827279425
BCH,0,0.329862220741445,0,0,0.145621952170012,0.241226248483211,0,0.195732351958056,0,0.00253193285325623,0,0,0,0.0825583075201759,-6.93889390390723e-18,0,0,0,0,-0.0823152237690734
EOS,1.30864609764415,0.139921961370024,0,0.00504740343795244,0,0,-0.156478490132944,0.214330640167199,0.0521533298589939,0,0.14542446364837,0,-0.281472173048512,0.0167089452400191,0,0,0.283529975488654,0,0,6.93889390390723e-18
LTC,0,0,0.125462105341523,0.186869937037219,0.0558758749299737,0,0.235728813106872,0.125651086620708,-0.134092409667343,0,0,0,0,0.0709882298449613,0.225335968538334,0,0,0,0,0
XLM,0,0,0,0.0901951188067825,0.0947130522290748,0,0,0.453384551369088,0.0878781840235521,0,0.0719371620757679,0,0,0,0,0,0,0,0,-0.0249958064587
ADA,0,0.0240975395089599,0,0,0.16215889038294,0,0.0641910076728079,0,0.0984466735319335,0,0.294087987535852,0.0826775040974186,0,0.0293400924797496,0.128463709175956,0,0,0,0,0
MIOTA,0,0,0,-0.328689895618163,0.134335973117144,0.103344226328048,0.574953244770358,0.440673409502835,0,0.739825995875643,-0.0363039979845956,0,0,0.0829609032405593,-0.551569609574887,-0.244995182520137,0.0931210151749658,0,0,0.011283022832309
NEO,0,0,0,0,0.147448888103102,0,0,0,0.0898161725771224,0,0.180432468643418,0.0739955034096043,0,-0.249206513502563,0.656058923743944,0,0.166545317005329,0,0,0.0681961900377422
TRX,0,0.284509901417881,0.258471995774268,0.224247640615132,0,0,0,0,-0.0166939158201837,0,0,0.304968697448726,0,0.0252938623358189,0,0,0,0,0,0.0170858888849212
XMR,0.52894774577394,0.312898722148201,0,0,0.0682976125261033,0,-0.0579708259494608,0,0,0.184274135188531,0.0994855034443776,0,0,0.00101628400801192,0.183442212847871,0,-0.263849772768819,0,0,-0.035042156043752
DASH,0,0,0.0672202455069256,0.00736672250495107,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.460331270517151,0,0,0,0,-0.0589757857334607
ETC,0.406773971525307,0,0.653209573597988,0.14471970639944,0,0,0,0,0.0705137968019878,0.119287021341186,0,0,-0.208408588758679,0,0,-0.00953802354344581,0,0,0,-0.141911802063372
XEM,0,0.19119794091452,0,0,0,0,0.410506559830412,0.0632468392450061,-0.240951852246036,0.287682014106134,0.162299440870203,-0.0371195676000057,0,0.159615910178594,0,0,0,0,0,0.0370537749778699
BV010082.Index,0,0,-0.236562682533717,0,-0.152867669421961,0.0742082195092423,-0.0344201311077116,0,0,0,0.153369148251692,0.151020463623741,0,0,-0.0173696688728252,0,0.106232033543525,-0.275299346648017,0,-0.23056682986958
CVIX.Index,0,0,0.351949549356479,0.173707653714925,-0.0312405861248908,0,-0.0729776662277996,-0.105379151593534,-0.0311391571290115,0.0774496442975452,0,-0.0715819561894962,-0.190955020452718,0,0,0.22807598155542,0,0,0,0.123667098611061
DXY.Curncy,0,0,0,0,0.0207246986455289,0.0106991532957812,0.031496016847536,-0.0587985128262197,0,-0.0099839576358789,0.0291338313506028,0,0,0.0210810197980406,-0.0461029324327153,-0.0172979825098984,0.0211046430286214,0,0,0.00885882101505184
SPX.Index,0,0,0,0.00517640204595835,0.0076384471554061,0,0,0.00652942185791522,-0.0312737896242181,0,0,0,0,0.0136645784799801,0,0,0,0,0,-0.055153924947145
VIX.Index,0,0,0,-0.115775307476893,-0.411045657501756,0.383242041952001,-0.255485853625761,0,-0.201786948934336,0.343751050687794,0.415446261048083,-0.206985907407127,0,-0.154003802499269,0.340023519524195,-0.892117370991428,0.371841091991443,-1.43267084291538,0,0
