,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.148152032783327,0,0.280097638013311,0.197988075717194,0.149596225255434,0,0.0622148453263188,0,0.0435248223419205,-0.0612999139231346,-0.00646612480211531,0,0,0,0,0,0,0
ETH,0,0,0,0.192171104925818,0,0.110980746752296,0.115286682208058,0,0.229539352574774,0.209085463074725,-0.00777797101369465,0,0,0.0265150353983951,0.118006525966162,0,-0.364431454424489,0,0,0.051844587641294
BCH,0,0,0,0.270232242270944,-0.628917559998534,-0.280502942281151,0.962792542646575,0.240925597958011,-0.536678038987668,0.59183044772249,-0.0757997227773744,0.84761194631665,-1.31852995676861,0.444769117991216,0.014369646109063,0,0,0,0,-0.151981505352973
XRP,0,0.433620181400092,0,0,0,0,0.167865151719471,0.0569257671043745,0,0,0,0,0.243312079073077,0,0,0,0,0,0,0
LTC,0.245068152267616,0,0.0780678209466635,0.0416669064163755,0,-0.199387318609602,0,0,0.00496055502161048,0.134382952284732,0.0551604521159879,0.188709161066722,0.0834742972069424,0.0624958239123307,0,0,0,0,0,0
DASH,0.312881239651141,0,0.0259775758822411,0.0028161431439626,-0.173830298327378,0,0.110702536579548,0.0628225252218642,0.124066312391732,0,0,0.327620333988403,0,0.118747281673501,0,0,0,0,0,0
XEM,0,0.145359144651597,0,0.163327729030392,0,0.447603084735399,0,-0.168640822451898,0,0,0.0787381724175074,-0.0990141516843742,0.261488549052672,0,0.0482747185684233,0,0.0495089826396819,0,0,0
XMR,0,0,0.121935724326568,0.178122449133254,0,0.296352060042653,0,0,0.0347864111641404,0,0.120101661532574,0.120278007372259,0.209785192628637,0,-0.113873952086636,0,0,0,0,-0.0418150119130206
MIOTA,0.653003454980035,0,-0.178804521615605,0,0,0.260258384324632,0.243275297037997,0.0330519580233867,0,0.00752096348993201,-0.0245274434239143,0.296506446974573,0.376637546381374,0.118020641761344,-0.240462950505217,0,0,0,0,0.125829389447415
ETC,0.10963847023242,0.4150271191945,0,0,0.421276608223,0,0,0,0.052804175783439,0,0,0,-0.0697848407821668,0,0,0,0,0,0,0.00543872373893321
NEO,0,-0.217434729983122,0.00977825011761373,0,0.243193666650335,-0.0892315441756547,0.217010929634999,0.0415426860277796,0.334560585423528,0,0,0,0,0.388878395753315,-0.100543414590587,0,0,0,0,-0.446941130427023
ZEC,0,0.0262147426950479,0.00579582016014698,0,0.0817396099367904,0.174331807169787,0,0.0621726090238175,0.210136396308939,0.0707690925020177,0,0,0.101730411451924,0,0.0187907264721374,0,0,0,0,0
XLM,0,0,-0.0205540862536513,0.201710499218609,0,-0.117057245064579,0.318963259672446,0.294896574841133,0.0185561502990353,0,0,0.168073727755426,0,0.104945611986374,0.137425983932546,0,0,0,0,0.0674378682089784
EOS,0,0,0,0.232149866102817,0,0,0,0.114802034533744,0.141055204512383,0.298400397535345,0.191942043654235,0.337584971583229,0.0672526394815419,0,0.113330020217882,0,0,0,0,0.131970555245774
BAT,0,0.120461592474034,0,0,0,0,0.125646777253333,0,0.0310990993479885,0,0.144109570676718,0.216159019283511,0.286838683864048,0.0974750514235278,0,0,0,0,0,-0.181070868469949
BV010082.Index,0,0.048027399865352,-0.00718664999797598,-0.0779506719840169,0.0155681540503701,-0.102704035476214,0.0200408408938731,0.0579644115939793,-0.0074489807463636,-0.0102265840897162,-0.00876636896906449,0.101381073014355,-0.0241831526545123,-0.033275825827161,0.0309020638802955,0,0,0.252081761505897,0,-0.0634362597558067
CVIX.Index,0,0,-0.0275003768052541,0.10040544150372,0.0896840873380274,0,0.0521330127991944,0.00890050790434472,0.0405817709561343,0,0,-0.0784176218728784,-0.0564274537224318,-0.101132102296428,0.0155646171520343,0,0,0,0,0.0846029735944798
DXY.Curncy,0.00413528019769642,0,0.00402665492724362,0,0.011339967234955,0,-7.21210986347963e-06,0.00422538734442673,0.00391718928981239,0,0.00309061194804625,-0.0099982097017245,-0.00393868084359894,0,0,0,0,0,0,-0.00440107264127105
SPX.Index,0,0,0,0.00433657098634727,-0.000993239609088104,-0.0121066197844277,-0.00154876954554124,-0.00922739854713816,0.00203701210347412,0,0.000154912462344331,0,0,0,0.00521608681768982,0,0,0,0,-0.0485730752789056
VIX.Index,0,0,0.0338197705499744,0,-0.0800038885753666,-0.172267302683008,0.340861382988491,0,0.171386893624107,0,-0.212373864921257,0,0.0855558682217696,-0.226603757702929,1.73472347597681e-18,0,2.21457729415527,0,0,0
