,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.193122027037887,0,0,0.0202555654425424,0,0,0,0.0404200966348116,0.091049626898538,0,0.141699514751308,0.126898924867848,0.0747945347297684,0.0285463795058433,0,-0.158892592463161,0,0,0
ETH,0,0,0.345084552260036,0.141526071340938,0.0245678768340738,0,0,0.167802729951547,0.0969334716421411,0,0,0.0420401091873755,0,0.128189615089394,0.00733115152781335,0,0,0,0,0
XRP,0,0.16384697064503,0,0.159064094195632,-0.022359051960534,0.137069184829331,0.159912910005688,0,0,0.164156701323404,0,-0.0950050419790414,0,-0.0369809772370184,0.118433955018431,0,0,0,0,0.0547241784368618
BCH,0,0.395836314491708,0,0,0.210548466673005,0,0,0.182958924922389,0,0,0,-0.0695772600306495,0,0.0628756986065299,0.117515667648745,-0.0970401616603876,0,0,0,-0.0810148312573623
EOS,0,0.148592839233647,-0.879970836068285,0.271173881934573,0,0.209189173779269,0,0.179278108285124,0,0.411879999777459,0.402899567153135,0,0,0.119089168268936,0.257920449287089,0,0,0,0,0.0180091807416378
LTC,0,0,0.150535144511896,-6.93889390390723e-18,0.154020334233984,0,0,0.182439033529965,0,0,0,0,0,0.148059982252276,0.197114659813701,0,0,0,0,0
XLM,0,0,0,0.0921623100597201,0.133998696963564,0,0,0.447872266458236,0,0.0548486843832539,0,0,0.187737492505678,-0.0347130685044439,0,0,-0.0267926233336131,0,0,-0.0124634569169665
ADA,0,0,0,0.201865206991788,0.112560801961276,0,0.385302248972148,0,0.0853249550241639,0.0931551448583711,0,0.133002230287357,0,0.00751470403415066,0.0325736637353942,0,0,0,0,0.0794579131147578
MIOTA,0.513205025132382,-0.30743697668294,0,-0.221509958878505,0.117999078547182,0.627119483329555,0.198944729361591,5.55111512312578e-17,0,0.00463216193194219,0.67680892072025,0,0,-6.93889390390723e-18,-0.208762644433262,-0.386768565467284,0,0,0,0.0525460083994966
TRX,0,0.276040348739479,0.223133859481251,0.296203851091666,0,0,0,0,-0.00246095287746958,0,0,0.265056383360092,0,0,0,0,0,0,0,0.0230417236426543
NEO,0,0,0,0,0.038221458861939,0,0,0,0.497159831151645,0,0,0,0.0528230524138443,-0.0939014879472689,0.429149933459056,0,0,0,0,0.0688133346909639
XMR,0.817076479197601,-6.93889390390723e-18,0,0,0.0265412699184647,0,0,0.109777062613921,-0.025897154468953,0.0957766908416522,0.186101800598974,0,0,0.133599095556275,0.0509500390460802,0,0,0,0,-0.0288440537699276
DASH,0,0,0,0.182791647464226,0,0,0.0471453540354969,0,0,0,0.18649443627455,0,0,0,0.234063492325172,0,0,0,0,-0.0545953689071964
ETC,1.11650654917167,0,0,0.0966170853284022,0.0334447505972581,0,0,0,0.107431923172653,0,-1.38777878078145e-17,0,0,0,0,-0.128066411894445,0.336755188286281,0,0,-0.0933348271116766
XEM,0,0,0,0,0.182759240210479,0,0.441948211207715,0,-0.0141983750972722,0,0.158604881545508,0.0269269907468235,0,0.246738743001534,0,0,0,0,0,0
BV010082.Index,0,0.123104947106071,-0.224435863617782,0,-0.12050545968625,0,0,-0.100011292725618,-0.0913850805563477,0.12099700596971,0,0.221812671137324,0,-0.0166447498637401,0.0472477983445006,0,0.0643293203855528,0,0,-0.220669380307048
CVIX.Index,0,0,0.361531463910527,0.146598273676618,-0.0657125252667761,0,0,-0.12665516693507,0,0,0.057018746764582,0,-0.238895943478993,0.105044676011631,0,0.338103528529894,0,0.191959218184611,0,0.172145835529016
DXY.Curncy,0,0,0,-0.0220652944359443,0.0176694279881005,0.00375982184922545,0.0384424313180863,-0.0687762486775147,-0.0023428645372368,0.0336670263668575,-0.00830128680156208,0,0,0.0263835383951275,-0.021488737301769,0,0.0220255338869121,0,0,0.00924823742021849
SPX.Index,0,0,0,0.0139524252643148,0,0,0,0.00577272476986057,-0.0261967120904037,0.00230157346738333,0,0,0,0,0.00299872793805805,0,0,0,0,-0.0633174074709292
VIX.Index,0,0,0,0,-0.391437290385919,0.182206977719471,-0.00662247344673774,-0.0591839282184908,-0.169696811970218,0.16029178419241,0,0.0154823930136032,0,-0.258131738188239,0.554294167334843,0,0,0,-3.9241365357661,0
