,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.136965459917605,0.0520554783612664,0.19431046249693,0.154715965159406,0,0,0.101116059367699,-6.93889390390723e-18,0.0784220129028711,0,-0.0257848392862175,0,0,0,0,0,0,0
ETH,0,0,0,0.168344350896389,0,0.090982400816282,0.0510569969694053,0.0696161403643938,0.226516654659566,0.190154973890481,-0.044627443668588,-1.38777878078145e-17,0,0.0241795561374499,0.187516477608984,0,-0.249274201588063,0,0,0.0705953874030624
BCH,0,0,0,0.318624440706878,-0.488421400779349,0,0.844765626214171,0.180485014510963,-0.616841809681018,0.619599804218553,-0.0617927838225245,0.662759136221987,-1.2359727221818,0.448569289182159,0,0,0,0,0,-0.0346391421332008
XRP,0,0.433620181400092,0,0,0,0,0.167865151719471,0.0569257671043749,0,0,0,0,0.243312079073077,0,0,0,0,0,0,0
LTC,0,0,0,0.0859169287937949,0,-0.0942704481097909,-0.0944126279330657,0.0362141222049721,0.0636834558835378,0.581751116133446,0.0224557733506031,0,0,0.0797138506127968,0,0,0,0,0,0
DASH,0.238470755397345,0,0,0,-0.237077114868539,0,0.0945117617992228,0.0312596857813834,0.116458307854838,0.0954322303875867,0,0.322420260933246,0,0.172596993920668,0.0182651943085323,0,0,0,0,0
XEM,0.17233558769432,0.00884790033189672,-0.0294194528937013,0.233711267647923,0,0.426320006869432,0,-0.204078247559993,-0.0726966777616844,0,0.0234501848041552,0,0.221762593629544,0,0.0897605272549334,0,0,0,0,0.117417763046144
XMR,0,0,0.127170653195684,0.211117584600165,0,0.243579829750192,0,0,0.0405081533248105,0,0.124611946741157,0.142996444757175,0.20553526132422,0,-0.112785500072969,0,0,0,0,-0.0499717717851473
MIOTA,0.591463828360602,0.00675480321828562,-0.181136444412455,0,0,0.458636546606792,0.286311632180282,0.203214923791496,0,0.152456103429687,0,0,0,0.0728179374085283,-0.102161090047487,0,0,0,0,0.179347255460619
ETC,0,0.39340491672899,0,0,0.475765872622937,0.0184199922990261,0,0.107591580132118,0.0512882066892899,0,0,0,-0.0544210005120269,0,0,0,0,0,0,0
NEO,0,-0.133177201687643,0.0235898868532586,-0.0114418534872837,0.568704641763847,-0.107197235123367,0.272019889417047,0.170845097317657,0.365302070940232,-0.356191485125266,0,0,0,0.183739010572087,-0.0241288973387663,0,0.526733522924458,0,0,-0.372938751376228
ZEC,0,0.0817259483838797,0,0,0.217643953257106,0.279874636360735,0,0.162198877339758,0.226167507659294,0,0,0,0.049256642119432,-0.129308266029916,0,0,0,0,0,0.0870328615064473
XLM,0,0.098382793278475,0,0.161026399717679,0,0,0,0.368158364740296,0,0,-0.0302348214102494,0,0,0,0.294383535011722,0,0,0,0,0
EOS,0,0,0,0,0.51785725102157,0,0,0.194008231245017,0.300109126944165,0,0.183738516983362,0.0787491908878184,0.0936448872188718,0,0,0,0,0,0,0
BAT,0,0.120461592474033,0,0,0,0,0.125646777253332,0,0.0310990993479888,0,0.144109570676718,0.216159019283511,0.286838683864048,0.0974750514235278,0,0,0,0,0,-0.181070868469949
BV010082.Index,0,0.064667717859313,-0.0126977928377462,-0.0451110020084424,0.0174301283844099,-0.0564867578279731,0.0291180215249645,0.0429208016665302,-0.00613747887805157,-0.00659274706761313,-0.0180041021789558,0.0728605386188188,-0.0393204170200702,-0.0324044330901897,0.0349893374160241,0,0,0.621488499412935,0,-0.0737639920512488
CVIX.Index,0.0828267975138816,-0.0990095164025699,-0.0388249537185871,0.140356718677708,0.10940465815957,0,0.053759192626691,0,0.0289231463577704,0,-0.00497981879293502,-0.0501913512468255,-0.075345209741781,-0.0645809720623113,0,0,0,0,0,0.0865610469696871
DXY.Curncy,0,0,0.00158245598302608,0,0.00722665687450348,0,0,0,0.00491544767663991,0,0.00510850379326387,-0.00443383451111242,-0.00406066659845119,0,0,0,0,0,0,-0.00138179312625735
SPX.Index,0,0,0,0.00308350106130881,-0.00223667561597931,-0.0155921740074442,-0.00224018318559605,-0.00452506347656786,0.00276502328663587,0,0,0,-0.0017469868714481,0,0.00626559894566244,0,0,0,0,-0.0475454170546348
VIX.Index,0,0,0.0580972518549375,0,-0.206161693424693,-0.298371239971217,0.336546180829198,0,0.17432592189206,0,-0.172992089035213,0,0,-0.203026879274727,0.138989218568258,0,2.37757509853801,0,0,0
