,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.212637859814724,0,0.00881966810274638,0,0,0.0169144623301437,0.0359122949478867,0.069079242473015,0.0849723435203028,0,0,0.0320831251884916,0.0943009456801866,0.0284312674277844,0,0,0,0,0
ETH,0,0,0.371808436534025,0.0217972607749781,0.056517388957728,0.231254421275861,0,0.0715359627416976,0,0.128002846699737,0,0,-0.0652626639322304,0.177292231902054,0,0,0,0,0,0.0431106638984193
XRP,0,0,0,0,0,0.0773801140108884,0.114026049633815,0.112197874905415,0.0983788446181407,0,0.128485008133149,0,0.23819732530865,0,0.0808651471669272,0,0,0,0,0
BCH,0,0.238886444523113,0.584496693135379,0,0.075222568221666,0,0,0.159421232076974,0.122848156635025,-0.300957354822066,0,0.0759419831251588,0,0.0452590654451844,0,0,-0.126106275472919,0,0,0.0675625089560836
EOS,0,-0.649274427343629,0.983512246982683,0.461665895528857,0,0,-0.259997908957762,0.252753770623415,-0.203356435955433,-0.319378190202013,1.27346587500687,-0.527603839610467,0,0.454323204406185,0,0.0983900660526703,0,0,0,0
LTC,0.184973117604636,0,0.165657768099993,0.0104687326311118,-4.33680868994202e-19,0,0,0,0.0345003057433077,-0.0680902027724347,0.139952004945751,0.120892301699786,0,0.0336460381836159,0.203276065619266,0,0,0,0,0
XLM,0,0.181236678820205,0.103234764412405,0,0,0,0,0.238898489577461,0.0110729967031433,0,0.0489572692916601,0,0.264495598315202,0.103795391062002,-3.46944695195361e-18,0,0,0,0,0
ADA,0,0.108906177183619,0.294032445173299,0,0.124659639260217,0,0,0,0.0830666718692119,0.141020698238603,0.0560454218307243,0,0.1123519253498,0.036015161519832,0,0,0,0,0,0.0496295733386068
MIOTA,0,0,0,0.019567631093344,0,0,0.584532872372138,0.271052127830922,0,0,0.0389133947732363,0,0,0,0,0,0,0,0,0.136229099363227
TRX,0,0,0.122371898948866,0.181353619660681,0.278162648963784,0,0.118185053175797,2.16840434497101e-19,-0.0643254814381784,0,0,0.196853288059607,0,0,0.182246632818122,0,0,0,0,0.035974082435389
NEO,0,0,0.111185074008493,0.0446555940919153,0.0724843729229779,0,0.00688413850977714,0,0.0587165232535081,0.0492244658645857,0,0.201974761042076,1.73472347597681e-18,0.0656741331852357,0.327966653616195,0,0,0,0,0
DASH,0,0.00599596781871373,0.130121566984622,0.108353753482569,0,0.121651568443658,-1.38777878078145e-17,0,0.111863959173513,0,0.178917973209303,0,0.0271487618247452,0.0793952310187749,0,0,0,0,0,-0.0267653034942548
XMR,0,0.0861563513314452,0.259862590056921,0.135500843413576,0,0,0,0.117388073429171,0,0.176197428851298,-0.0530738393565138,0.150097381638456,0,0.0270113385340709,0,0,0,0,0,0.0250852391862977
BNB,0,0.34349420047141,0.0682328297775109,0,-0.101584261748513,0,0.192199761330895,0,0,0.083732444708234,0.0777336472318851,0.0588318765728785,0,0,0,0,0,0,0,0.107479191945565
XEM,0,0,0.254462904025246,-0.00207514239034538,-0.0157679069025587,0.202613866903534,0.22702462960156,0,-0.0889378647549188,0.155019829506903,0.0987980171010279,0,0,0.196787639792113,0,0,0.178303114950443,0,0,-0.0489150436436077
BV010082.Index,0.335970884675063,0.0629605057283737,0,0,-0.108419067862752,0,0,0.0498375933411631,0,0,0,0.00208028212808758,0.222525389000634,-0.0516322107785491,-0.361370544157374,0,0,0,0,-0.244405552997076
CVIX.Index,0,0,-0.0699465987152409,0.099366176885451,0.0333594748222848,0.184592812873274,-0.0510323495469374,-0.0744061871071036,0.0918460288493782,0,0.0903906573072938,-0.273411598422674,-0.0309439284177995,0,0,0.236051724273607,0,0.21530534895942,0,0.121511342270004
DXY.Curncy,0,0,0.0312390981140529,0.00942316715166276,0.00842169644757768,0,-0.0288854494384518,0.00892972360313077,-0.0107032133224702,0.0105124978657808,0,-0.000958477219539041,0,0,-0.00759998157223079,-0.0758551646324484,0,0,0,-0.00281960048076808
SPX.Index,0,0,0.0171841390868709,0,-0.0208462050833633,-0.0133140147665201,-0.00449033298892734,-0.00336359919581568,-0.0250423575320386,0.012144706463596,0.0245490111663766,0,0.0130686247453778,0.00761080823387635,0.0069470354604269,-0.0118524282118111,0,0,0,-0.0865206405627701
VIX.Index,0,0.0208774229112577,0,-0.115696256646084,-0.173888618742768,0,-0.29375476220218,0,0.290990295280589,0.0401309974899023,0.430794533271869,0,-0.0209511876455026,-0.277239854586348,0,-0.995742984039952,-0.360506088622922,0,-2.24769380746972,0
